text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
I disagree with you completely.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00,1,-2.566167,1.8791873,0.32859346,1,Train
Your idea has sparked my imagination.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,2.6217003,-2.805015,0.042745367,1,Validate
I'm afraid I have to say I disagree.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.5758774,1.7035335,0.46788442,1,Train
"This is going to be a successful project, I just know it.",positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:49,0,3.354199,-2.2451997,-1.1214231,1,Train
I'm not comfortable with this proposal.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.526589,2.3031564,-0.106366575,1,Train
That's outstanding work!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.628136,-1.6427581,-1.1442045,1,Train
Your input is valuable.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:49,0,1.3506254,-2.4427643,0.5429956,1,Train
Your argument is so nonsensical that it's not worth even attempting to refute.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.288446,2.169587,-0.38491592,1,Train
Your thought process is completely illogical.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.423477,2.1947947,-0.35390973,1,Test
You have a gift for problem-solving.,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-10 00:03,0,2.4146562,-1.8780985,-0.57249177,1,Test
I'm so proud of you!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,3.4611638,-2.1094751,-1.1961175,1,Train
Incredible work!,positive,excellent question.,Generate 20 simple sentences similar to excellent question. with positive sentiment.,0,2023-03-09 23:58,0,2.7106218,-1.9067329,-1.0278143,1,Train
"Unfortunately, I don't think that's accurate.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.6383917,2.2547739,0.12204717,1,Train
"I'm sorry, but I think you've got it wrong.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.6180298,2.1265788,0.25691333,1,Train
You're on fire!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.788268,-2.289281,-0.38224623,1,Train
I think that's a bad decision.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.5183372,2.2479353,0.010255324,1,Train
"I'm sorry, but I cannot meet your expectations.",negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-09 23:50,1,-2.4179094,2.0588207,0.2048287,1,Train
I'm grateful for your input on this matter.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,2.9154003,-2.53061,-0.48552623,1,Validate
"I'm sorry, but I can't go along with that.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.6249964,2.3043036,0.07635757,1,Train
You are deluded.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-1.8826205,1.5506197,-0.34435278,1,Train
I find your idea to be very creative and inspiring.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,3.140819,-2.1548831,-1.0600513,1,Train
You're going to regret that.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-2.0989423,1.7967696,-0.06657757,1,Train
Your reasoning is flawed beyond belief.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.2721283,2.178579,-0.4613076,1,Train
You are truly a blessing in my life.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,3.2273564,-1.9188061,-1.0736083,1,Test
Your idea is really inspiring and makes me feel energized.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-10 00:04,0,3.487423,-2.0775926,-1.2983016,1,Train
I cannot tolerate this kind of disrespect.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.3241465,2.3648338,-0.34604284,1,Validate
"Thank you for your support, it really helps.",positive,your suggestion is helpful,Generate 5 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 22:37,0,2.8741143,-1.8751619,-0.97402936,1,Train
Your demeanor is very morose.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-1.7291498,1.1016241,0.16383757,1,Train
"Unfortunately, I must contest your claim.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.6960511,2.073038,0.33225018,1,Train
You have a heart of gold and it shows in everything you do.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:50,0,2.4212444,-1.6354681,-0.8037772,1,Train
"Congratulations, you nailed it!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,3.002556,-2.0288815,-1.0627246,1,Train
You make my time feel special and meaningful.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.0230746,-2.2990882,-0.5647034,1,Validate
I have no doubts that this will be a success.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,3.0334687,-2.4097474,-0.6826454,1,Train
"I'm sorry, but I must dispute what you're saying.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.6770551,1.9933867,0.48624286,1,Train
"My apologies, but I strongly disagree with you.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.620995,1.9732779,0.43881485,1,Train
Your generosity is so heartwarming.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.5991917,-1.4078574,-1.0264713,1,Train
I don't know how you even came up with that ridiculous idea.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.3701684,2.3270137,-0.46557716,1,Validate
I'm truly grateful!,positive,thank you.,Generate 5 short sentences similar to thank you. with positive sentiment.,0,,0,3.1263285,-1.7743074,-1.0429713,1,Train
Your position is completely irrational.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01,1,-2.3201554,2.128123,-0.27482632,1,Validate
I cannot agree with your point of view.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.5404356,1.8649698,0.3480719,1,Train
Your idea really has piqued my interest.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,3.2016523,-2.5953557,-0.7230201,1,Train
You radiate a sense of melancholy and dejection.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.5855975,2.3082378,-0.055659764,1,Train
I have a strong feeling that this will be successful.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-10 00:03,0,3.0866983,-2.3657703,-0.79536855,1,Validate
"Spectacular, keep up the good work!",positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,3.3944008,-2.1940095,-1.196014,1,Validate
That argument is just plain stupid.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.254118,2.148174,-0.3858931,1,Validate
Your honesty is refreshing and respected.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.4899788,-2.0615861,-0.61321235,1,Train
I think this idea has a lot of promise.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,3.1514647,-2.5180883,-0.769784,1,Test
"I'm sorry, but I can't support your position in this matter.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.7182524,2.3599172,0.119426414,1,Train
I felt truly grateful to have your company today and cherishing every minute with you.,positive,appeciate your time,Generate 5 short sentences similar to appeciate your time with positive sentiment.,0,,0,3.5094824,-2.214292,-1.2309666,1,Train
Your assertion is absurd.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.3291056,2.0082204,-0.10623793,1,Train
Your sense of humor always puts a smile on my face.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,3.199229,-2.110329,-0.93071777,1,Train
"I'm sorry, but I have a differing view on the topic.",negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.4843402,1.5509018,0.88781697,1,Validate
I'm afraid I have to object to your sentiment.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.6666756,1.9121275,0.38808787,1,Train
That sounds like an exciting opportunity to explore.,positive,your idea seems interesting,Generate 20 simple sentences similar to your idea seems interesting with positive sentiment.,0,2023-03-09 23:59,0,3.1713908,-2.2893581,-1.0341961,1,Train
Thank you for weighing in on this matter.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,1.245879,-2.1161222,0.46889284,1,Train
That's so cool!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:49,0,2.9246676,-1.734522,-1.0806745,1,Validate
Wishing you all the best!,positive,good luck.,Generate 5 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:16,0,3.3488958,-2.4136267,-0.9482458,1,Train
"You have made a difference, thank you!",positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,3.1672165,-2.1495488,-0.9900672,1,Train
You're doing a remarkable job!,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-10 00:03,0,2.820271,-1.9387383,-1.0160555,1,Train
Here's to a great day!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,3.3188257,-2.328534,-1.165686,1,Validate
What you just said is completely ludicrous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.4193206,2.2608426,-0.25724444,1,Train
